player,team,Goals,xG,Shots_On_Target,Total_Passes,Completed_Passes,Key_Passes,Defensive_Actions,Saves
Romario Andrés Ibarra Mina,Ecuador,0.0,0.136638454,1.0,16.0,11.0,0.0,7.0,0.0
Romelu Lukaku Menama,Belgium,0.0,1.68415473,2.0,9.0,7.0,1.0,4.0,0.0
Ronald Alberto Matarrita Ulate,Costa Rica,0.0,0.0,0.0,29.0,20.0,0.0,3.0,0.0
Roozbeh Cheshmi,Iran,1.0,0.03268815,1.0,14.0,7.0,0.0,7.0,0.0
Ruben Vargas,Switzerland,0.0,0.29582627899999997,1.0,114.0,81.0,6.0,18.0,0.0
Rubin Colwill,Wales,0.0,0.025066664,0.0,4.0,2.0,0.0,2.0,0.0
Rúben Diogo Da Silva Neves,Portugal,0.0,0.087037176,0.0,259.0,238.0,3.0,24.0,0.0
Rúben Santos Gato Alves Dias,Portugal,0.0,0.03750256,0.0,266.0,246.0,0.0,33.0,0.0
Saad Abdullah Al Sheeb,Qatar,0.0,0.0,0.0,21.0,17.0,0.0,4.0,1.0
Sadegh Moharrami,Iran,0.0,0.0,0.0,26.0,19.0,0.0,10.0,0.0
Saeid Ezatolahi Afagh,Iran,0.0,0.0612828607,1.0,93.0,71.0,2.0,19.0,0.0
Saleh Khalid Al Shehri,Saudi Arabia,1.0,0.147030338,2.0,46.0,32.0,1.0,15.0,0.0
Salem Mohammed Al Dawsari,Saudi Arabia,2.0,1.564055345,5.0,117.0,92.0,6.0,22.0,0.0
Salis Abdul Samed,Ghana,0.0,0.026676558,0.0,142.0,130.0,1.0,41.0,0.0
Salman Mohammed Al Faraj,Saudi Arabia,0.0,0.0,0.0,15.0,10.0,0.0,5.0,0.0
Sam Adekugbe,Canada,0.0,0.0,0.0,72.0,62.0,1.0,8.0,0.0
Saman Ghoddos,Iran,0.0,0.39133456,0.0,21.0,15.0,1.0,0.0,0.0
Sami Khalil Al Naji,Saudi Arabia,0.0,0.0,0.0,21.0,15.0,1.0,5.0,0.0
Samuel Yves Oum Gwet,Cameroon,0.0,0.0,0.0,57.0,52.0,0.0,15.0,0.0
Sang-Ho Na,South Korea,0.0,0.05996953,1.0,38.0,25.0,3.0,17.0,0.0
Sardar Azmoun,Iran,0.0,0.960581323,3.0,32.0,18.0,1.0,5.0,0.0
Saud Abdullah Abdul Hamid,Saudi Arabia,0.0,0.005913877,0.0,119.0,91.0,2.0,30.0,0.0
Saša Lukić,Serbia,0.0,0.039666813,0.0,162.0,143.0,0.0,25.0,0.0
Sebastian Szymański,Poland,0.0,0.0,0.0,40.0,27.0,0.0,13.0,0.0
Sebastián Coates Nión,Uruguay,0.0,0.103292696,0.0,97.0,78.0,0.0,17.0,0.0
Selim Amallah,Morocco,0.0,0.11463773599999999,0.0,88.0,70.0,3.0,37.0,0.0
Serge Gnabry,Germany,1.0,0.728018954,4.0,113.0,85.0,6.0,30.0,0.0
Sergej Milinković-Savić,Serbia,1.0,0.200274783,1.0,120.0,90.0,0.0,35.0,0.0
Sergino Dest,United States,0.0,0.2518676686,0.0,201.0,174.0,3.0,36.0,0.0
Sergio Busquets i Burgos,Spain,0.0,0.88711582,1.0,290.0,265.0,3.0,26.0,0.0
Sergio Rochet Álvarez,Uruguay,0.0,0.0,0.0,76.0,53.0,0.0,12.0,5.0
Seung-Gyu Kim,South Korea,0.0,0.0,0.0,128.0,94.0,0.0,16.0,12.0
Seung-Ho Paik,South Korea,1.0,0.023081098,1.0,24.0,19.0,0.0,3.0,0.0
Seyed Hossein Hosseini,Iran,0.0,0.0,0.0,48.0,22.0,0.0,10.0,4.0
Seyed Majid Hosseini,Iran,0.0,0.0,0.0,108.0,87.0,0.0,36.0,0.0
Shaquell Moore,United States,0.0,0.0,0.0,21.0,14.0,0.0,4.0,0.0
Shogo Taniguchi,Japan,0.0,0.17448755,0.0,86.0,76.0,0.0,17.0,0.0
Shūichi Gonda,Japan,0.0,0.0,0.0,113.0,69.0,0.0,14.0,15.0
Silvan Widmer,Switzerland,0.0,0.05117428,0.0,164.0,127.0,2.0,31.0,0.0
Simon Thorup Kjær,Denmark,0.0,0.0,0.0,55.0,50.0,0.0,15.0,0.0
Sofiane Boufal,Morocco,0.0,0.31647403,1.0,134.0,107.0,4.0,32.0,0.0
Sofyan Amrabat,Morocco,0.0,0.020691318,0.0,323.0,274.0,2.0,77.0,0.0
Sorba Thomas,Wales,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
Srđan Babić,Serbia,0.0,0.0,0.0,15.0,11.0,0.0,3.0,0.0
Stefan Mitrović,Serbia,0.0,0.0,0.0,19.0,17.0,0.0,2.0,0.0
Stephen Antunes Eustáquio,Canada,0.0,0.164512644,0.0,93.0,85.0,2.0,15.0,0.0
Steve Mandanda,France,0.0,0.0,0.0,31.0,18.0,0.0,7.0,2.0
Steven Berghuis,Netherlands,0.0,0.975530951,1.0,128.0,98.0,3.0,11.0,0.0
Steven Bergwijn,Netherlands,0.0,0.33993796000000004,0.0,71.0,65.0,0.0,7.0,0.0
Steven de Sousa Vitoria,Canada,0.0,0.0,0.0,183.0,160.0,0.0,32.0,0.0
Strahinja Pavlović,Serbia,1.0,0.177865885,1.0,152.0,121.0,0.0,38.0,0.0
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,0.0,0.244814519,0.0,55.0,36.0,1.0,14.0,0.0
Taha Yassine Khenissi,Tunisia,0.0,0.012915949,0.0,3.0,2.0,1.0,3.0,0.0
Tajon Buchanan,Canada,0.0,0.714270153,0.0,88.0,61.0,4.0,24.0,0.0
Takefusa Kubo,Japan,0.0,0.0,0.0,13.0,7.0,0.0,8.0,0.0
Takehiro Tomiyasu,Japan,0.0,0.0,0.0,98.0,73.0,3.0,24.0,0.0
Takuma Asano,Japan,2.0,1.279548737,3.0,29.0,22.0,1.0,11.0,0.0
Takumi Minamino,Japan,0.0,0.8339613109999999,2.0,24.0,14.0,0.0,3.0,0.0
Tarek Salman Salman,Qatar,0.0,0.0,0.0,11.0,7.0,0.0,2.0,0.0
Tariq Lamptey,Ghana,0.0,0.07450179,0.0,33.0,21.0,0.0,16.0,0.0
Teun Koopmeiners,Netherlands,1.0,0.87343067,2.0,120.0,95.0,2.0,26.0,0.0
Theo Bernard François Hernández,France,1.0,0.259309684,2.0,332.0,290.0,12.0,50.0,0.0
Thiago Emiliano da Silva,Brazil,0.0,0.20821556000000002,0.0,335.0,320.0,4.0,34.0,0.0
Thiago Ezequiel Almada,Argentina,0.0,0.0,0.0,13.0,12.0,1.0,1.0,0.0
Thibaut Courtois,Belgium,0.0,0.0,0.0,122.0,109.0,0.0,12.0,9.0
Thilo Kehrer,Germany,0.0,0.0,0.0,28.0,21.0,0.0,9.0,0.0
Thomas Delaney,Denmark,0.0,0.0,0.0,31.0,26.0,0.0,4.0,0.0
Thomas Meunier,Belgium,0.0,0.119195924,1.0,142.0,109.0,2.0,22.0,0.0
Thomas Müller,Germany,0.0,0.270048914,0.0,72.0,54.0,6.0,11.0,0.0
Thomas Teye Partey,Ghana,0.0,0.23574545500000002,0.0,181.0,153.0,2.0,29.0,0.0
Thorgan Hazard,Belgium,0.0,0.0,0.0,59.0,41.0,5.0,6.0,0.0
Tim Ream,United States,0.0,0.2582279,1.0,270.0,241.0,0.0,47.0,0.0
Timothy Castagne,Belgium,0.0,0.0,0.0,201.0,176.0,0.0,21.0,0.0
Timothy Weah,United States,1.0,0.440147946,3.0,109.0,91.0,6.0,20.0,0.0
Toby Alderweireld,Belgium,0.0,0.0,0.0,267.0,244.0,1.0,34.0,0.0
Trent Alexander-Arnold,England,0.0,0.0,0.0,23.0,21.0,0.0,2.0,0.0
Tyler Adams,United States,0.0,0.019808901,0.0,269.0,246.0,2.0,52.0,0.0
Ui-Jo Hwang,South Korea,0.0,0.323128,0.0,11.0,8.0,0.0,2.0,0.0
Unai Simón Mendibil,Spain,0.0,0.0,0.0,158.0,148.0,0.0,12.0,7.0
Vanja Milinković Savić,Serbia,0.0,0.0,0.0,127.0,92.0,0.0,19.0,16.0
Victor Nelsson,Denmark,0.0,0.0,0.0,72.0,68.0,0.0,8.0,0.0
Vincent Janssen,Netherlands,0.0,0.15551722,0.0,20.0,16.0,1.0,6.0,0.0
Vincent Paté Aboubakar,Cameroon,2.0,0.5289856239999999,3.0,31.0,20.0,2.0,13.0,0.0
Vinícius José Paixão de Oliveira Júnior,Brazil,1.0,0.8115265530000001,4.0,91.0,70.0,8.0,21.0,0.0
Virgil van Dijk,Netherlands,0.0,0.977948796,1.0,343.0,305.0,2.0,52.0,0.0
Vitor Machado Ferreira,Portugal,0.0,0.053871288999999996,2.0,109.0,102.0,1.0,8.0,0.0
Wahbi Khazri,Tunisia,1.0,0.297766004,3.0,20.0,12.0,0.0,8.0,0.0
Wajdi Kechrida,Tunisia,0.0,0.0,0.0,66.0,43.0,1.0,14.0,0.0
Walid Cheddira,Morocco,0.0,0.249388745,1.0,8.0,5.0,1.0,4.0,0.0
Walker Zimmerman,United States,0.0,0.05674074,0.0,233.0,212.0,0.0,39.0,0.0
Wataru Endo,Japan,0.0,0.181400907,1.0,187.0,153.0,4.0,50.0,0.0
Wayne Hennessey,Wales,0.0,0.0,0.0,66.0,52.0,0.0,12.0,5.0
Weston McKennie,United States,0.0,0.37566194999999997,0.0,146.0,117.0,3.0,30.0,0.0
Weverton Pereira da Silva,Brazil,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0
William Saliba,France,0.0,0.0,0.0,37.0,37.0,1.0,4.0,0.0
William Silva de Carvalho,Portugal,0.0,0.048683427,0.0,165.0,153.0,0.0,16.0,0.0
Wojciech Szczęsny,Poland,0.0,0.0,0.0,146.0,88.0,0.0,18.0,25.0
Woo-Yeong Jeong,South Korea,0.0,0.03008143,0.0,16.0,13.0,0.0,3.0,0.0
Woo-Young Jung,South Korea,0.0,0.010946972,0.0,208.0,179.0,2.0,36.0,0.0
Wout Weghorst,Netherlands,3.0,1.050509997,3.0,16.0,9.0,1.0,6.0,0.0
Xavi Simons,Netherlands,0.0,0.0,0.0,10.0,6.0,0.0,2.0,0.0
Xherdan Shaqiri,Switzerland,1.0,0.494927794,2.0,104.0,68.0,4.0,10.0,0.0
Yahia Attiyat allah,Morocco,0.0,0.331586645,0.0,138.0,97.0,4.0,41.0,0.0
Yahya Jabrane,Morocco,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0
Yann Sommer,Switzerland,0.0,0.0,0.0,117.0,107.0,0.0,11.0,12.0
Yannick Ferreira Carrasco,Belgium,0.0,0.202310031,0.0,46.0,39.0,0.0,13.0,0.0
Yasir Gharsan Al Shahrani,Saudi Arabia,0.0,0.0,0.0,26.0,12.0,0.0,14.0,0.0
Yassine Bounou,Morocco,0.0,0.0,0.0,210.0,156.0,0.0,25.0,9.0
Yassine Meriah,Tunisia,0.0,0.046073906,0.0,168.0,138.0,1.0,44.0,0.0
Yeltsin Ignacio Tejeda Valverde,Costa Rica,1.0,0.522077037,2.0,98.0,79.0,1.0,30.0,0.0
Young-Gwon Kim,South Korea,1.0,0.689242366,1.0,210.0,180.0,2.0,30.0,0.0
Youri Tielemans,Belgium,0.0,0.0,0.0,61.0,51.0,1.0,10.0,0.0
Youssef En-Nesyri,Morocco,2.0,1.045874203,3.0,76.0,48.0,1.0,36.0,0.0
Youssef Msakni,Tunisia,0.0,0.642520471,2.0,70.0,50.0,4.0,15.0,0.0
Youssouf Fofana,France,0.0,0.16560118299999999,0.0,112.0,95.0,1.0,23.0,0.0
Youssouf Sabaly,Senegal,0.0,0.0178921875,1.0,222.0,192.0,8.0,50.0,0.0
Youssoufa Moukoko,Germany,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Youstin Delfin Salas Gómez,Costa Rica,0.0,0.0,0.0,18.0,15.0,0.0,6.0,0.0
Yuki Soma,Japan,0.0,0.13489698,0.0,20.0,13.0,0.0,3.0,0.0
Yunus Dimoara Musah,United States,0.0,0.197483729,1.0,182.0,154.0,3.0,31.0,0.0
Yuto Nagatomo,Japan,0.0,0.0,0.0,108.0,81.0,1.0,18.0,0.0
Zakaria Aboukhlal,Morocco,1.0,0.5970794660000001,2.0,13.0,8.0,0.0,9.0,0.0
Álvaro Borja Morata Martín,Spain,3.0,1.109480678,5.0,40.0,27.0,1.0,8.0,0.0
Álvaro José Zamora Mata,Costa Rica,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0
Ángel Fabián Di María Hernández,Argentina,1.0,0.53383544,4.0,164.0,126.0,11.0,17.0,0.0
Ángel Martín Correa,Argentina,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0
Éder Gabriel Militão,Brazil,0.0,0.258765465,1.0,277.0,251.0,0.0,35.0,0.0
Érick Gabriel Gutiérrez Galaviz,Mexico,0.0,0.0,0.0,30.0,25.0,0.0,5.0,0.0
Éverton Augusto de Barros Ribeiro,Brazil,0.0,0.0,0.0,17.0,15.0,2.0,1.0,0.0
Óscar Esau Duarte Gaitán,Costa Rica,0.0,0.0,0.0,97.0,68.0,1.0,37.0,0.0
İlkay Gündoğan,Germany,1.0,1.128953889,3.0,163.0,148.0,1.0,23.0,0.0
